"DateTime","Bitcoin Price Linear"
"2010-07-16 00:00:00",0.07
"2010-07-17 00:00:00",0.05
"2010-07-18 00:00:00",0.059
"2010-07-19 00:00:00",0.077
"2010-07-20 00:00:00",0.074
"2010-07-21 00:00:00",0.066
"2010-07-22 00:00:00",0.051
"2010-07-23 00:00:00",0.051
"2010-07-24 00:00:00",0.05
"2010-07-25 00:00:00",0.051
"2010-07-26 00:00:00",0.05
"2010-07-27 00:00:00",0.053
"2010-07-28 00:00:00",0.054
"2010-07-29 00:00:00",0.057
"2010-07-30 00:00:00",0.058
"2010-07-31 00:00:00",0.056
"2010-08-01 00:00:00",0.06
"2010-08-02 00:00:00",0.06
"2010-08-03 00:00:00",0.059
"2010-08-04 00:00:00",0.057
"2010-08-05 00:00:00",0.058
"2010-08-06 00:00:00",0.061
"2010-08-07 00:00:00",0.059
"2010-08-08 00:00:00",0.059
"2010-08-09 00:00:00",0.059
"2010-08-10 00:00:00",0.067
"2010-08-11 00:00:00",0.06
"2010-08-12 00:00:00",0.061
"2010-08-13 00:00:00",0.065
"2010-08-14 00:00:00",0.065
"2010-08-15 00:00:00",0.065
"2010-08-16 00:00:00",0.062
"2010-08-17 00:00:00",0.062
"2010-08-18 00:00:00",0.067
"2010-08-19 00:00:00",0.067
"2010-08-20 00:00:00",0.065
"2010-08-21 00:00:00",0.064
"2010-08-22 00:00:00",0.061
"2010-08-23 00:00:00",0.063
"2010-08-24 00:00:00",0.065
"2010-08-25 00:00:00",0.064
"2010-08-26 00:00:00",0.064
"2010-08-27 00:00:00",0.063
"2010-08-28 00:00:00",0.064
"2010-08-29 00:00:00",0.064
"2010-08-30 00:00:00",0.032
"2010-08-31 00:00:00",0.06
"2010-09-01 00:00:00",0.06
"2010-09-02 00:00:00",0.06
"2010-09-03 00:00:00",0.061
"2010-09-04 00:00:00",0.061
"2010-09-05 00:00:00",0.061
"2010-09-06 00:00:00",0.062
"2010-09-07 00:00:00",0.06
"2010-09-08 00:00:00",0.061
"2010-09-09 00:00:00",0.061
"2010-09-10 00:00:00",0.06
"2010-09-11 00:00:00",0.062
"2010-09-12 00:00:00",0.062
"2010-09-13 00:00:00",0.061
"2010-09-14 00:00:00",0.061
"2010-09-15 00:00:00",0.06
"2010-09-16 00:00:00",0.062
"2010-09-17 00:00:00",0.059
"2010-09-18 00:00:00",0.058
"2010-09-19 00:00:00",0.06
"2010-09-20 00:00:00",0.062
"2010-09-21 00:00:00",0.062
"2010-09-22 00:00:00",0.061
"2010-09-23 00:00:00",0.062
"2010-09-24 00:00:00",0.062
"2010-09-25 00:00:00",0.062
"2010-09-26 00:00:00",0.062
"2010-09-27 00:00:00",0.062
"2010-09-28 00:00:00",0.062
"2010-09-29 00:00:00",0.062
"2010-09-30 00:00:00",0.062
"2010-10-01 00:00:00",0.062
"2010-10-02 00:00:00",0.061
"2010-10-03 00:00:00",0.061
"2010-10-04 00:00:00",0.061
"2010-10-05 00:00:00",0.061
"2010-10-06 00:00:00",0.061
"2010-10-07 00:00:00",0.063
"2010-10-08 00:00:00",0.01
"2010-10-09 00:00:00",0.068
"2010-10-10 00:00:00",0.08
"2010-10-11 00:00:00",0.091
"2010-10-12 00:00:00",0.082
"2010-10-13 00:00:00",0.092
"2010-10-14 00:00:00",0.065
"2010-10-15 00:00:00",0.092
"2010-10-16 00:00:00",0.1
"2010-10-17 00:00:00",0.1
"2010-10-18 00:00:00",0.097
"2010-10-19 00:00:00",0.097
"2010-10-20 00:00:00",0.094
"2010-10-21 00:00:00",0.097
"2010-10-22 00:00:00",0.102
"2010-10-23 00:00:00",0.104
"2010-10-24 00:00:00",0.108
"2010-10-25 00:00:00",0.09
"2010-10-26 00:00:00",0.133
"2010-10-27 00:00:00",0.151
"2010-10-28 00:00:00",0.173
"2010-10-29 00:00:00",0.173
"2010-10-30 00:00:00",0.188
"2010-10-31 00:00:00",0.171
"2010-11-01 00:00:00",0.172
"2010-11-02 00:00:00",0.191
"2010-11-03 00:00:00",0.125
"2010-11-04 00:00:00",0.193
"2010-11-05 00:00:00",0.21
"2010-11-06 00:00:00",0.24
"2010-11-07 00:00:00",0.286
"2010-11-08 00:00:00",0.226
"2010-11-09 00:00:00",0.199
"2010-11-10 00:00:00",0.14
"2010-11-11 00:00:00",0.21
"2010-11-12 00:00:00",0.223
"2010-11-13 00:00:00",0.268
"2010-11-14 00:00:00",0.27
"2010-11-15 00:00:00",0.268
"2010-11-16 00:00:00",0.223
"2010-11-17 00:00:00",0.212
"2010-11-18 00:00:00",0.222
"2010-11-19 00:00:00",0.268
"2010-11-20 00:00:00",0.268
"2010-11-21 00:00:00",0.276
"2010-11-22 00:00:00",0.269
"2010-11-23 00:00:00",0.276
"2010-11-24 00:00:00",0.276
"2010-11-25 00:00:00",0.278
"2010-11-26 00:00:00",0.276
"2010-11-27 00:00:00",0.283
"2010-11-28 00:00:00",0.27
"2010-11-29 00:00:00",0.215
"2010-11-30 00:00:00",0.204
"2010-12-01 00:00:00",0.21
"2010-12-02 00:00:00",0.218
"2010-12-03 00:00:00",0.243
"2010-12-04 00:00:00",0.205
"2010-12-05 00:00:00",0.19
"2010-12-06 00:00:00",0.184
"2010-12-07 00:00:00",0.17
"2010-12-08 00:00:00",0.22
"2010-12-09 00:00:00",0.17
"2010-12-10 00:00:00",0.183
"2010-12-11 00:00:00",0.191
"2010-12-12 00:00:00",0.207
"2010-12-13 00:00:00",0.21
"2010-12-14 00:00:00",0.21
"2010-12-15 00:00:00",0.238
"2010-12-16 00:00:00",0.222
"2010-12-17 00:00:00",0.24
"2010-12-18 00:00:00",0.241
"2010-12-19 00:00:00",0.24
"2010-12-20 00:00:00",0.24
"2010-12-21 00:00:00",0.24
"2010-12-22 00:00:00",0.244
"2010-12-23 00:00:00",0.241
"2010-12-24 00:00:00",0.242
"2010-12-25 00:00:00",0.248
"2010-12-26 00:00:00",0.246
"2010-12-27 00:00:00",0.251
"2010-12-28 00:00:00",0.261
"2010-12-29 00:00:00",0.271
"2010-12-30 00:00:00",0.291
"2010-12-31 00:00:00",0.292
"2011-01-01 00:00:00",0.292
"2011-01-02 00:00:00",0.289
"2011-01-03 00:00:00",0.29
"2011-01-04 00:00:00",0.289
"2011-01-05 00:00:00",0.29
"2011-01-06 00:00:00",0.29
"2011-01-07 00:00:00",0.298
"2011-01-08 00:00:00",0.309
"2011-01-09 00:00:00",0.323
"2011-01-10 00:00:00",0.318
"2011-01-11 00:00:00",0.318
"2011-01-12 00:00:00",0.318
"2011-01-13 00:00:00",0.318
"2011-01-14 00:00:00",0.318
"2011-01-15 00:00:00",0.385
"2011-01-16 00:00:00",0.386
"2011-01-17 00:00:00",0.315
"2011-01-18 00:00:00",0.305
"2011-01-19 00:00:00",0.305
"2011-01-20 00:00:00",0.31
"2011-01-21 00:00:00",0.368
"2011-01-22 00:00:00",0.39
"2011-01-23 00:00:00",0.42
"2011-01-24 00:00:00",0.381
"2011-01-25 00:00:00",0.4
"2011-01-26 00:00:00",0.39
"2011-01-27 00:00:00",0.409
"2011-01-28 00:00:00",0.421
"2011-01-29 00:00:00",0.43
"2011-01-30 00:00:00",0.445
"2011-01-31 00:00:00",0.47
"2011-02-01 00:00:00",0.52
"2011-02-02 00:00:00",0.69
"2011-02-03 00:00:00",0.65
"2011-02-04 00:00:00",0.67
"2011-02-05 00:00:00",0.812
"2011-02-06 00:00:00",0.83
"2011-02-07 00:00:00",0.83
"2011-02-08 00:00:00",0.862
"2011-02-09 00:00:00",0.82
"2011-02-10 00:00:00",0.8
"2011-02-11 00:00:00",0.926
"2011-02-12 00:00:00",0.991
"2011-02-13 00:00:00",1.02
"2011-02-14 00:00:00",1.033
"2011-02-15 00:00:00",1.035
"2011-02-16 00:00:00",1.02
"2011-02-17 00:00:00",1.02
"2011-02-18 00:00:00",0.78
"2011-02-19 00:00:00",0.838
"2011-02-20 00:00:00",0.83
"2011-02-21 00:00:00",0.831
"2011-02-22 00:00:00",0.831
"2011-02-23 00:00:00",0.868
"2011-02-24 00:00:00",0.9
"2011-02-25 00:00:00",0.911
"2011-02-26 00:00:00",0.911
"2011-02-27 00:00:00",0.89
"2011-02-28 00:00:00",0.845
"2011-03-01 00:00:00",0.85
"2011-03-02 00:00:00",0.91
"2011-03-03 00:00:00",0.91
"2011-03-04 00:00:00",0.9
"2011-03-05 00:00:00",0.811
"2011-03-06 00:00:00",0.81
"2011-03-07 00:00:00",0.846
"2011-03-08 00:00:00",0.85
"2011-03-09 00:00:00",0.85
"2011-03-10 00:00:00",0.85
"2011-03-11 00:00:00",0.86
"2011-03-12 00:00:00",0.88
"2011-03-13 00:00:00",0.89
"2011-03-14 00:00:00",0.88
"2011-03-15 00:00:00",0.87
"2011-03-16 00:00:00",0.836
"2011-03-17 00:00:00",0.81
"2011-03-18 00:00:00",0.71
"2011-03-19 00:00:00",0.731
"2011-03-20 00:00:00",0.74
"2011-03-21 00:00:00",0.741
"2011-03-22 00:00:00",0.741
"2011-03-23 00:00:00",0.78
"2011-03-24 00:00:00",0.827
"2011-03-25 00:00:00",0.861
"2011-03-26 00:00:00",0.841
"2011-03-27 00:00:00",0.815
"2011-03-28 00:00:00",0.76
"2011-03-29 00:00:00",0.765
"2011-03-30 00:00:00",0.766
"2011-03-31 00:00:00",0.768
"2011-04-01 00:00:00",0.774
"2011-04-02 00:00:00",0.774
"2011-04-03 00:00:00",0.777
"2011-04-04 00:00:00",0.562
"2011-04-05 00:00:00",0.58
"2011-04-06 00:00:00",0.69
"2011-04-07 00:00:00",0.721
"2011-04-08 00:00:00",0.731
"2011-04-09 00:00:00",0.721
"2011-04-10 00:00:00",0.71
"2011-04-11 00:00:00",0.71
"2011-04-12 00:00:00",0.77
"2011-04-13 00:00:00",0.86
"2011-04-14 00:00:00",0.91
"2011-04-15 00:00:00",0.911
"2011-04-16 00:00:00",0.954
"2011-04-17 00:00:00",1.026
"2011-04-18 00:00:00",1.11
"2011-04-19 00:00:00",1.144
"2011-04-20 00:00:00",1.13
"2011-04-21 00:00:00",1.14
"2011-04-22 00:00:00",1.189
"2011-04-23 00:00:00",1.32
"2011-04-24 00:00:00",1.6
"2011-04-25 00:00:00",1.521
"2011-04-26 00:00:00",1.53
"2011-04-27 00:00:00",1.72
"2011-04-28 00:00:00",1.66
"2011-04-29 00:00:00",2.21
"2011-04-30 00:00:00",2.75
"2011-05-01 00:00:00",2.5
"2011-05-02 00:00:00",3.029
"2011-05-03 00:00:00",3.11
"2011-05-04 00:00:00",3.25
"2011-05-05 00:00:00",3.333
"2011-05-06 00:00:00",3.29
"2011-05-07 00:00:00",3.425
"2011-05-08 00:00:00",3.63
"2011-05-09 00:00:00",3.691
"2011-05-10 00:00:00",3.81
"2011-05-11 00:00:00",4.6
"2011-05-12 00:00:00",5.22
"2011-05-13 00:00:00",6.32
"2011-05-14 00:00:00",5.83
"2011-05-15 00:00:00",6.2
"2011-05-16 00:00:00",6.75
"2011-05-17 00:00:00",6.98
"2011-05-18 00:00:00",6.6
"2011-05-19 00:00:00",6.607
"2011-05-20 00:00:00",5.577
"2011-05-21 00:00:00",5.577
"2011-05-22 00:00:00",5.99
"2011-05-23 00:00:00",6.69
"2011-05-24 00:00:00",6.96
"2011-05-25 00:00:00",7.216
"2011-05-26 00:00:00",8.01
"2011-05-27 00:00:00",8.5
"2011-05-28 00:00:00",8.11
"2011-05-29 00:00:00",8.102
"2011-05-30 00:00:00",8.25
"2011-05-31 00:00:00",8.1
"2011-06-01 00:00:00",8.3
"2011-06-02 00:00:00",9.5
"2011-06-03 00:00:00",10.575
"2011-06-04 00:00:00",14.04
"2011-06-05 00:00:00",16.2
"2011-06-06 00:00:00",16.451
"2011-06-07 00:00:00",18.26
"2011-06-08 00:00:00",22.214
"2011-06-09 00:00:00",26.151
"2011-06-10 00:00:00",20.01
"2011-06-11 00:00:00",13.0
"2011-06-12 00:00:00",10.25
"2011-06-13 00:00:00",16.0
"2011-06-14 00:00:00",18.001
"2011-06-15 00:00:00",19.022
"2011-06-16 00:00:00",17.0
"2011-06-17 00:00:00",13.0
"2011-06-18 00:00:00",15.052
"2011-06-19 00:00:00",16.85
"2011-06-20 00:00:00",16.22
"2011-06-21 00:00:00",15.89
"2011-06-22 00:00:00",15.45
"2011-06-23 00:00:00",15.03
"2011-06-24 00:00:00",14.72
"2011-06-25 00:00:00",14.27
"2011-06-26 00:00:00",16.5
"2011-06-27 00:00:00",16.8
"2011-06-28 00:00:00",17.0
"2011-06-29 00:00:00",16.9
"2011-06-30 00:00:00",16.1
"2011-07-01 00:00:00",15.4
"2011-07-02 00:00:00",15.4
"2011-07-03 00:00:00",15.4
"2011-07-04 00:00:00",13.9
"2011-07-05 00:00:00",12.9
"2011-07-06 00:00:00",14.8
"2011-07-07 00:00:00",14.8
"2011-07-08 00:00:00",14.3
"2011-07-09 00:00:00",14.4
"2011-07-10 00:00:00",14.9
"2011-07-11 00:00:00",14.2
"2011-07-12 00:00:00",14.0
"2011-07-13 00:00:00",13.9
"2011-07-14 00:00:00",14.0
"2011-07-15 00:00:00",13.8
"2011-07-16 00:00:00",13.7
"2011-07-17 00:00:00",13.2
"2011-07-18 00:00:00",13.5
"2011-07-19 00:00:00",13.9
"2011-07-20 00:00:00",13.7
"2011-07-21 00:00:00",13.6
"2011-07-22 00:00:00",13.7
"2011-07-23 00:00:00",13.7
"2011-07-24 00:00:00",14.0
"2011-07-25 00:00:00",14.1
"2011-07-26 00:00:00",13.9
"2011-07-27 00:00:00",13.9
"2011-07-28 00:00:00",13.5
"2011-07-29 00:00:00",13.5
"2011-07-30 00:00:00",13.5
"2011-07-31 00:00:00",13.4
"2011-08-01 00:00:00",13.1
"2011-08-02 00:00:00",12.1
"2011-08-03 00:00:00",9.3
"2011-08-04 00:00:00",10.8
"2011-08-05 00:00:00",9.8
"2011-08-06 00:00:00",6.6
"2011-08-07 00:00:00",7.9
"2011-08-08 00:00:00",7.8
"2011-08-09 00:00:00",10.0
"2011-08-10 00:00:00",10.0
"2011-08-11 00:00:00",9.5
"2011-08-12 00:00:00",9.5
"2011-08-13 00:00:00",10.1
"2011-08-14 00:00:00",10.8
"2011-08-15 00:00:00",11.1
"2011-08-16 00:00:00",11.0
"2011-08-17 00:00:00",10.9
"2011-08-18 00:00:00",10.9
"2011-08-19 00:00:00",11.69
"2011-08-20 00:00:00",11.7
"2011-08-21 00:00:00",11.7
"2011-08-22 00:00:00",11.7
"2011-08-23 00:00:00",10.9
"2011-08-24 00:00:00",10.5
"2011-08-25 00:00:00",10.0
"2011-08-26 00:00:00",8.2
"2011-08-27 00:00:00",8.6
"2011-08-28 00:00:00",9.1
"2011-08-29 00:00:00",9.0
"2011-08-30 00:00:00",8.0
"2011-08-31 00:00:00",8.2
"2011-09-01 00:00:00",8.22
"2011-09-02 00:00:00",8.88
"2011-09-03 00:00:00",8.5
"2011-09-04 00:00:00",8.89
"2011-09-05 00:00:00",7.6
"2011-09-06 00:00:00",8.0
"2011-09-07 00:00:00",8.5
"2011-09-08 00:00:00",7.4
"2011-09-09 00:00:00",5.0
"2011-09-10 00:00:00",4.8
"2011-09-11 00:00:00",5.9
"2011-09-12 00:00:00",6.1
"2011-09-13 00:00:00",5.97
"2011-09-14 00:00:00",5.53
"2011-09-15 00:00:00",5.13
"2011-09-16 00:00:00",4.85
"2011-09-17 00:00:00",4.87
"2011-09-18 00:00:00",4.92
"2011-09-19 00:00:00",4.9
"2011-09-20 00:00:00",5.66
"2011-09-21 00:00:00",5.66
"2011-09-22 00:00:00",5.72
"2011-09-23 00:00:00",5.72
"2011-09-24 00:00:00",5.68
"2011-09-25 00:00:00",6.05
"2011-09-26 00:00:00",4.8
"2011-09-27 00:00:00",4.92
"2011-09-28 00:00:00",4.82
"2011-09-29 00:00:00",4.82
"2011-09-30 00:00:00",5.1
"2011-10-01 00:00:00",5.0
"2011-10-02 00:00:00",5.0
"2011-10-03 00:00:00",4.87
"2011-10-04 00:00:00",4.98
"2011-10-05 00:00:00",4.92
"2011-10-06 00:00:00",4.8
"2011-10-07 00:00:00",4.61
"2011-10-08 00:00:00",3.99
"2011-10-09 00:00:00",3.89
"2011-10-10 00:00:00",4.51
"2011-10-11 00:00:00",4.1
"2011-10-12 00:00:00",3.93
"2011-10-13 00:00:00",3.97
"2011-10-14 00:00:00",4.05
"2011-10-15 00:00:00",3.8
"2011-10-16 00:00:00",3.6
"2011-10-17 00:00:00",3.92
"2011-10-18 00:00:00",2.4
"2011-10-19 00:00:00",2.3
"2011-10-20 00:00:00",2.24
"2011-10-21 00:00:00",2.27
"2011-10-22 00:00:00",3.2
"2011-10-23 00:00:00",3.2
"2011-10-24 00:00:00",2.92
"2011-10-25 00:00:00",2.72
"2011-10-26 00:00:00",2.69
"2011-10-27 00:00:00",3.0
"2011-10-28 00:00:00",4.2
"2011-10-29 00:00:00",3.95
"2011-10-30 00:00:00",3.5
"2011-10-31 00:00:00",3.3
"2011-11-01 00:00:00",3.33
"2011-11-02 00:00:00",3.3
"2011-11-03 00:00:00",3.2
"2011-11-04 00:00:00",3.55
"2011-11-05 00:00:00",3.0
"2011-11-06 00:00:00",2.95
"2011-11-07 00:00:00",3.0
"2011-11-08 00:00:00",3.08
"2011-11-09 00:00:00",3.3
"2011-11-10 00:00:00",3.3
"2011-11-11 00:00:00",3.3
"2011-11-12 00:00:00",3.35
"2011-11-13 00:00:00",3.35
"2011-11-14 00:00:00",2.47
"2011-11-15 00:00:00",2.5
"2011-11-16 00:00:00",3.0
"2011-11-17 00:00:00",2.99
"2011-11-18 00:00:00",2.5
"2011-11-19 00:00:00",2.43
"2011-11-20 00:00:00",2.37
"2011-11-21 00:00:00",2.25
"2011-11-22 00:00:00",2.59
"2011-11-23 00:00:00",2.3
"2011-11-24 00:00:00",3.0
"2011-11-25 00:00:00",2.75
"2011-11-26 00:00:00",2.77
"2011-11-27 00:00:00",2.5
"2011-11-28 00:00:00",2.66
"2011-11-29 00:00:00",2.72
"2011-11-30 00:00:00",3.19
"2011-12-01 00:00:00",3.42
"2011-12-02 00:00:00",3.04
"2011-12-03 00:00:00",2.93
"2011-12-04 00:00:00",2.8
"2011-12-05 00:00:00",2.93
"2011-12-06 00:00:00",2.98
"2011-12-07 00:00:00",3.3
"2011-12-08 00:00:00",3.3
"2011-12-09 00:00:00",3.0
"2011-12-10 00:00:00",3.2
"2011-12-11 00:00:00",3.27
"2011-12-12 00:00:00",3.48
"2011-12-13 00:00:00",3.56
"2011-12-14 00:00:00",3.47
"2011-12-15 00:00:00",3.45
"2011-12-16 00:00:00",3.44
"2011-12-17 00:00:00",3.2
"2011-12-18 00:00:00",3.5
"2011-12-19 00:00:00",3.85
"2011-12-20 00:00:00",4.55
"2011-12-21 00:00:00",4.38
"2011-12-22 00:00:00",4.17
"2011-12-23 00:00:00",4.22
"2011-12-24 00:00:00",4.33
"2011-12-25 00:00:00",4.27
"2011-12-26 00:00:00",4.33
"2011-12-27 00:00:00",4.29
"2011-12-28 00:00:00",4.3
"2011-12-29 00:00:00",4.5
"2011-12-30 00:00:00",4.21
"2011-12-31 00:00:00",4.58
"2012-01-01 00:00:00",5.0
"2012-01-02 00:00:00",5.0
"2012-01-03 00:00:00",5.29
"2012-01-04 00:00:00",5.57
"2012-01-05 00:00:00",6.65
"2012-01-06 00:00:00",6.0
"2012-01-07 00:00:00",6.8
"2012-01-08 00:00:00",7.0
"2012-01-09 00:00:00",6.3
"2012-01-10 00:00:00",7.14
"2012-01-11 00:00:00",7.0
"2012-01-12 00:00:00",6.51
"2012-01-13 00:00:00",6.6
"2012-01-14 00:00:00",6.3
"2012-01-15 00:00:00",7.15
"2012-01-16 00:00:00",7.1
"2012-01-17 00:00:00",6.0
"2012-01-18 00:00:00",7.1
"2012-01-19 00:00:00",6.22
"2012-01-20 00:00:00",6.95
"2012-01-21 00:00:00",6.77
"2012-01-22 00:00:00",6.79
"2012-01-23 00:00:00",6.52
"2012-01-24 00:00:00",6.55
"2012-01-25 00:00:00",6.31
"2012-01-26 00:00:00",5.5
"2012-01-27 00:00:00",5.88
"2012-01-28 00:00:00",4.91
"2012-01-29 00:00:00",5.5
"2012-01-30 00:00:00",5.58
"2012-01-31 00:00:00",5.3
"2012-02-01 00:00:00",5.88
"2012-02-02 00:00:00",6.28
"2012-02-03 00:00:00",6.3
"2012-02-04 00:00:00",5.94
"2012-02-05 00:00:00",5.6
"2012-02-06 00:00:00",5.6
"2012-02-07 00:00:00",5.69
"2012-02-08 00:00:00",5.87
"2012-02-09 00:00:00",5.89
"2012-02-10 00:00:00",5.88
"2012-02-11 00:00:00",5.5
"2012-02-12 00:00:00",5.67
"2012-02-13 00:00:00",5.79
"2012-02-14 00:00:00",4.89
"2012-02-15 00:00:00",4.69
"2012-02-16 00:00:00",4.51
"2012-02-17 00:00:00",4.67
"2012-02-18 00:00:00",4.23
"2012-02-19 00:00:00",4.38
"2012-02-20 00:00:00",4.44
"2012-02-21 00:00:00",4.58
"2012-02-22 00:00:00",4.51
"2012-02-23 00:00:00",5.22
"2012-02-24 00:00:00",4.95
"2012-02-25 00:00:00",5.0
"2012-02-26 00:00:00",4.98
"2012-02-27 00:00:00",5.04
"2012-02-28 00:00:00",4.88
"2012-02-29 00:00:00",4.99
"2012-03-01 00:00:00",5.0
"2012-03-02 00:00:00",4.79
"2012-03-03 00:00:00",4.65
"2012-03-04 00:00:00",4.81
"2012-03-05 00:00:00",5.06
"2012-03-06 00:00:00",4.98
"2012-03-07 00:00:00",4.93
"2012-03-08 00:00:00",5.01
"2012-03-09 00:00:00",4.93
"2012-03-10 00:00:00",4.94
"2012-03-11 00:00:00",5.0
"2012-03-12 00:00:00",4.99
"2012-03-13 00:00:00",5.3
"2012-03-14 00:00:00",5.27
"2012-03-15 00:00:00",5.39
"2012-03-16 00:00:00",5.26
"2012-03-17 00:00:00",5.42
"2012-03-18 00:00:00",5.25
"2012-03-19 00:00:00",4.83
"2012-03-20 00:00:00",4.79
"2012-03-21 00:00:00",4.96
"2012-03-22 00:00:00",4.91
"2012-03-23 00:00:00",4.78
"2012-03-24 00:00:00",4.83
"2012-03-25 00:00:00",4.54
"2012-03-26 00:00:00",4.73
"2012-03-27 00:00:00",4.84
"2012-03-28 00:00:00",4.93
"2012-03-29 00:00:00",4.84
"2012-03-30 00:00:00",4.88
"2012-03-31 00:00:00",4.9
"2012-04-01 00:00:00",4.89
"2012-04-02 00:00:00",5.04
"2012-04-03 00:00:00",4.99
"2012-04-04 00:00:00",5.01
"2012-04-05 00:00:00",5.0
"2012-04-06 00:00:00",4.99
"2012-04-07 00:00:00",4.7
"2012-04-08 00:00:00",4.76
"2012-04-09 00:00:00",4.75
"2012-04-10 00:00:00",4.8
"2012-04-11 00:00:00",4.92
"2012-04-12 00:00:00",4.93
"2012-04-13 00:00:00",4.93
"2012-04-14 00:00:00",4.96
"2012-04-15 00:00:00",4.99
"2012-04-16 00:00:00",4.98
"2012-04-17 00:00:00",4.98
"2012-04-18 00:00:00",5.16
"2012-04-19 00:00:00",5.13
"2012-04-20 00:00:00",5.38
"2012-04-21 00:00:00",5.24
"2012-04-22 00:00:00",5.17
"2012-04-23 00:00:00",5.0
"2012-04-24 00:00:00",5.08
"2012-04-25 00:00:00",5.14
"2012-04-26 00:00:00",4.98
"2012-04-27 00:00:00",5.04
"2012-04-28 00:00:00",4.91
"2012-04-29 00:00:00",4.91
"2012-04-30 00:00:00",5.0
"2012-05-01 00:00:00",4.97
"2012-05-02 00:00:00",5.06
"2012-05-03 00:00:00",5.1
"2012-05-04 00:00:00",5.07
"2012-05-05 00:00:00",5.04
"2012-05-06 00:00:00",5.08
"2012-05-07 00:00:00",5.05
"2012-05-08 00:00:00",5.02
"2012-05-09 00:00:00",5.02
"2012-05-10 00:00:00",4.87
"2012-05-11 00:00:00",4.95
"2012-05-12 00:00:00",4.91
"2012-05-13 00:00:00",4.94
"2012-05-14 00:00:00",4.93
"2012-05-15 00:00:00",4.95
"2012-05-16 00:00:00",5.04
"2012-05-17 00:00:00",5.02
"2012-05-18 00:00:00",5.07
"2012-05-19 00:00:00",5.07
"2012-05-20 00:00:00",5.03
"2012-05-21 00:00:00",5.08
"2012-05-22 00:00:00",5.03
"2012-05-23 00:00:00",5.1
"2012-05-24 00:00:00",5.12
"2012-05-25 00:00:00",5.08
"2012-05-26 00:00:00",5.07
"2012-05-27 00:00:00",5.07
